"notation","title","description","id"
"7.1.4","ziehen Informationen aus mathematikhaltigen Darstellungen in Alltagsmedien","","q2c"
"7.2","Zusammenhänge herstellen","","y9d"
"7.2.1","nutzen analoge und digitale Mathematikwerkzeuge (z. B. Geometriesoftware, Tabellenkalkulation, Computeralgebrasystem, Stochastiktool) zum Problemlösen, Entdecken, Modellieren, Daten verarbeiten, Kontrollieren und Darstellungswechseln etc.,","","q9q"
"7.2.2","nutzen weitere mathematikspezifische Medien (z. B. Apps zur Lernstandsbestimmung, Erklärvideos zum Verstehen, Programme zum Üben) zum selbstgesteuerten Lernen und Anwenden von Mathematik,","","b9t"
"7.2.3","nutzen bekannte Algorithmen mit digitalen Mathematikwerkzeugen,","","q5q"
"7.2.4","vergleichen mathematikhaltige Informationen und Darstellungen in Alltagsmedien unter mathematischen Gesichtspunkten,","","t9y"
"7.2.5","wählen analoge und digitale Medien kriteriengeleitet je nach Zielsetzung bewusst aus,","","b2x"
"7.3","Verallgemeinern und Reflektieren","","b9g"
"7.3.1","reflektieren Möglichkeiten und Grenzen der Nutzung mathematikspezifischer Medien, auch im Vergleich zwischen analogem und digitalem Medium,","","b6p"
"7.3.2","konzipieren und erstellen selbst analoge und digitale Medien um mathematische Sachverhalte darzustellen oder zu bearbeiten und stellen ihre Ergebnisse vor (z. B. Präsentation, Videos),","","r6r"
"7.3.3","beurteilen analoge und digitale Medien kriteriengeleitet je nach Zielsetzung,","","v7s"
"7.3.4","beurteilen mathematikhaltige Informationen und Darstellungen in Alltagsmedien unter mathematischen Gesichtspunkten,","","p7q"
"7.3.5","setzen bekannte mathematische Verfahren mithilfe digitaler Mathematikwerkzeuge (z. B. Tabellenkalkulation) als Algorithmus um,","","u6q"
"7.3.6","nutzen Algorithmen mit Hilfe digitaler Werkzeuge, um den jeweils zugrundeliegenden mathematischen Inhalt zu untersuchen.","","c4f"
